osm_id,nome,cognome,data_nascita,cod_fisc
1983,Taddeo,Silvestri,1981-05-09 21:17:17.130721,SLVSTRTDD81E49C576
1984,Vittoria,Palumbo,1996-06-24 21:17:17.130721,PLMBVTTR96H64C578
1985,Terenzio,Fiore,1990-11-10 21:17:17.130721,FRTRNZ90S50C577
1986,Vittoria,Sartori,1964-03-12 21:17:17.130721,SRTRVTTR64C52C580
1987,Tiberio,Damico,1974-07-15 21:17:17.130721,DMCTBR74L55C581
1988,Vittoria,Villa,1984-08-09 21:17:17.130721,VLLVTTR84M49C582
1989,Tiburzio,Coppola,1998-12-23 21:17:17.130721,CPPLTBRZ98T63C583
1990,Vittoria,Farina,1965-03-13 21:17:17.130721,FRNVTTR65C13C584
1991,Timoteo,Lombardo,1967-06-02 21:17:17.130721,LMBRDTMT67H42C585
1992,Vittoria,De Santis,1999-07-25 21:17:17.130721,DSNTSVTTR99L25C587
1993,Tito,Bernardi,1987-10-24 21:17:17.130721,BRNRDTT87R24C588
1994,Vittoria,Fiore,1983-11-17 21:17:17.130721,FRVTTR83S57C589
1995,Tommaso,Mancini,1995-09-10 21:17:17.130721,MNCNTMMS95P10C591
1996,Vittoria,Rizzo,1984-07-01 21:17:17.130721,RZZVTTR84L1C593
1997,Tonino,Mariani,1990-04-28 21:17:17.130721,MRNTNN90D28C594
1998,Vittoria,Carbone,2003-12-14 21:17:17.130721,CRBNVTTR03T14C595
1999,Ubaldo,Ruggiero,1969-02-06 21:17:17.130721,RGGRBLD69B6B491
2000,Vittoria,Sorrentino,2004-08-10 21:17:17.130721,SRRNTNVTTR04M10C596
2001,Uberto,Ferro,1970-04-12 21:17:17.130721,FRRBRT70D12B540
2002,Vittoria,Fabbri,1986-07-23 21:17:17.130721,FBBRVTTR86L23C598
2003,Ugo,Rossi,1997-01-23 21:17:17.130721,RSSG97A63C294
2004,Vittoria,Russo,1976-11-05 21:17:17.130721,RSSVTTR76S5C599
2005,Ulisse,Ferrari,1994-10-20 21:17:17.130721,FRRRLSS94R60C600
2006,Vittoria,Esposito,1964-12-07 21:17:17.130721,SPSTVTTR64T47C604
2007,Urbano,Bianchi,1993-11-09 21:17:17.130721,BNCHRBN93S49C605
2008,Vittoria,Romano,1995-04-03 21:17:17.130721,RMNVTTR95D43C606
2009,Valentino,Colombo,2001-01-30 21:17:17.130721,CLMBVLNTN01A70C608
2010,Vittoria,Ricci,1977-10-11 21:17:17.130721,RCCVTTR77R11C609
2011,Valerio,Marino,2005-03-08 21:17:17.130721,MRNVLR05C8C610
2012,Vittoria,Greco,1997-07-31 21:17:17.130721,GRCVTTR97L31C612
2013,Vanni,Bruno,1982-12-06 21:17:17.130721,BRNVNN82T46C613
2014,Vittoria,Gallo,1966-03-16 21:17:17.130721,GLLVTTR66C16C614
2015,Vincenzo,Conti,2004-12-01 21:17:17.130721,CNTVNCNZ04T41C615
2016,Vittoria,De Luca,2004-03-27 21:17:17.130721,DLCVTTR04C67C616
2017,Vitale,Costa,1997-04-18 21:17:17.130721,CSTVTL97D58C618
2018,Vittoria,Mancini,1970-10-29 21:17:17.130721,MNCNVTTR70R69C619
2019,Vittorio,Rizzo,1967-12-14 21:17:17.130721,RZZVTTR67T14C620
2020,Vittoria,Lombardi,2002-02-06 21:17:17.130721,LMBRDVTTR02B6C621
2021,Vittore,Moretti,1989-05-02 21:17:17.130721,MRTTVTTR89E42C623
2022,Vittoria,Barbieri,1995-08-12 21:17:17.130721,BRBRVTTR95M52C624
2023,Zaccheo,Fontana,1981-05-24 21:17:17.130721,FNTNZCCH81E24C625
2024,Vittoria,Santoro,1984-06-17 21:17:17.130721,SNTRVTTR84H57C627
2025,Zaccaria,Mariani,1991-09-17 21:17:17.130721,MRNZCCR91P57C630
2026,Vittoria,Rinaldi,1985-09-25 21:17:17.130721,RNLDVTTR85P65C628
2027,Zeno,Caruso,1990-09-14 21:17:17.130721,CRSZN90P54C629
2028,Vittoria,Ferrara,2003-12-05 21:17:17.130721,FRRRVTTR03T5C631
2029,Alessio,Galli,1985-02-14 21:17:17.130721,GLLLSS85B54C632
2030,Vittoria,Martini,1971-03-23 21:17:17.130721,MRTNVTTR71C23C633
2031,Christian,Leone,2005-07-25 21:17:17.130721,LNCHRSTN05L25C634
2032,Vittoria,Gatti,1967-04-24 21:17:17.130721,GTTVTTR67D64C635
2033,Fabio,Bianco,1990-07-23 21:17:17.130721,BNCFB90L63C637
2034,Vittoria,Fabbri,1993-12-29 21:17:17.130721,FBBRVTTR93T29C638
2035,Federico,Sartori,1980-04-13 21:17:17.130721,SRTRFDRC80D53C639
2036,Vittoria,Monti,1990-02-06 21:17:17.130721,MNTVTTR90B46C640
2037,Filippo,Villa,1988-05-22 21:17:17.130721,VLLFLPP88E22C641
2038,Vittoria,Amato,2003-07-01 21:17:17.130721,MTVTTR03L1C648
2039,Giacomo,Marini,1989-11-06 21:17:17.130721,MRNGCM89S6C649
2040,Vittoria,De Santis,2005-02-18 21:17:17.130721,DSNTSVTTR05B58C650
2041,Giammaria,Palumbo,1978-06-14 21:17:17.130721,PLMBGMMR78H54C651
2042,Vittoria,Bernardi,1986-07-18 21:17:17.130721,BRNRDVTTR86L58C653
2043,Guglielmo,Fiore,1991-07-28 21:17:17.130721,FRGGLLM91L28C655
2044,Vittoria,Farina,1994-07-14 21:17:17.130721,FRNVTTR94L54C654
2045,Mauro,Ferri,1994-10-26 21:17:17.130721,FRRMR94R26C652
2046,Vittoria,Pellegrini,1979-12-31 21:17:17.130721,PLLGRNVTTR79T31C656
2047,Simone,Damico,1988-09-28 21:17:17.130721,DMCSMN88P68C657
2048,Vittoria,Basile,1974-02-19 21:17:17.130721,BSLVTTR74B59C658
2049,Tiziano,Rossetti,1978-10-06 21:17:17.130721,RSSTTTZN78R46C659
2050,Vittoria,Graziani,1978-09-11 21:17:17.130721,GRZNVTTR78P51C660
2051,Adriano,Palmieri,1973-05-29 21:17:17.130721,PLMRDRN73E29C661
2052,Vittoria,Donati,1995-05-05 21:17:17.130721,DNTVTTR95E45C662
2053,Alessandro,Battaglia,2000-03-01 21:17:17.130721,BTTGLLSSNDR00C1C663
2054,Vittoria,Martino,1993-09-09 21:17:17.130721,MRTNVTTR93P49C665
2055,Antonio,Rizzi,1975-04-16 21:17:17.130721,RZZNTN75D56M272
2056,Vittoria,Neri,1964-05-03 21:17:17.130721,NRVTTR64E43C668
2057,Augusto,Vitale,1977-03-27 21:17:17.130721,VTLGST77C67C672
2058,Vittoria,De Angelis,1999-02-27 21:17:17.130721,DNGLSVTTR99B27C673
2059,Bruno,Serra,2005-09-05 21:17:17.130721,SRRBRN05P5C674
2060,Vittoria,Coppola,1996-10-28 21:17:17.130721,CPPLVTTR96R68C675
2061,Carlo,Testa,1986-12-25 21:17:17.130721,TSTCRL86T65C676
2062,Vittoria,Piazza,1973-05-21 21:17:17.130721,PZZVTTR73E21C677
2063,Dario,Ferraro,1992-05-16 21:17:17.130721,FRRRDR92E56C678
2064,Vittoria,Valentini,1996-09-03 21:17:17.130721,VLNTNVTTR96P43C679
2065,Edoardo,Bianchini,1985-09-11 21:17:17.130721,BNCHNDRD85P11C680
2066,Vittoria,Benedetti,1990-09-11 21:17:17.130721,BNDTTVTTR90P11C681
2067,Enrico,Parisi,2003-07-12 21:17:17.130721,PRSNRC03L12C684
2068,Vittoria,Sacco,1990-08-30 21:17:17.130721,SCCVTTR90M70C685
2069,Ezio,De Rosa,1987-11-18 21:17:17.130721,DRSZ87S58C686
2070,Vittoria,Ferretti,1988-04-26 21:17:17.130721,FRRTTVTTR88D26C689
2071,Fabio,Morelli,1995-07-04 21:17:17.130721,MRLLFB95L4C691
2072,Vittoria,Russo,2002-07-09 21:17:17.130721,RSSVTTR02L49C695
2073,Federico,Contini,1968-12-08 21:17:17.130721,CNTNFDRC68T8C696
2074,Vittoria,Mazzoli,1971-01-20 21:17:17.130721,MZZLVTTR71A60C697
2075,Filippo,Colombo,1975-11-12 21:17:17.130721,CLMBFLPP75S12C699
2076,Vittoria,Mancini,2002-11-06 21:17:17.130721,MNCNVTTR02S46C700
2077,Francesco,Rosati,1978-10-09 21:17:17.130721,RSTFRNCSC78R49C701
2078,Vittoria,De Luca,1991-03-30 21:17:17.130721,DLCVTTR91C30C702
2079,Franco,Costa,1989-09-11 21:17:17.130721,CSTFRNC89P51C703
2080,Vittoria,Gallo,1985-11-09 21:17:17.130721,GLLVTTR85S49C704
2081,Gabriele,Santoro,2003-06-27 21:17:17.130721,SNTRGBRL03H27C705
2082,Vittoria,Caputo,1987-10-04 21:17:17.130721,CPTVTTR87R44C707
2083,Gennaro,D'Angelo,1978-04-14 21:17:17.130721,DNGLGNNR78D54C708
2084,Vittoria,Benedetto,1969-08-28 21:17:17.130721,BNDTTVTTR69M68C709
2085,Giacomo,Marchetti,1978-11-20 21:17:17.130721,MRCHTTGCM78S60C710
2086,Vittoria,D'Amico,2004-06-29 21:17:17.130721,DMCVTTR04H69C711
2087,Giampaolo,Moretti,1992-03-20 21:17:17.130721,MRTTGMPL92C60C712
2088,Vittoria,Silvestri,1987-06-10 21:17:17.130721,SLVSTRVTTR87H50C714
2089,Giancarlo,Rinaldi,1984-07-03 21:17:17.130721,RNLDGNCRL84L43C713
2090,Vittoria,Montanari,1968-10-27 21:17:17.130721,MNTNRVTTR68R27C715
2091,Gianfranco,Caruso,1980-07-07 21:17:17.130721,CRSGNFRNC80L47C716
2092,Vittoria,Gatti,2001-04-27 21:17:17.130721,GTTVTTR01D27C718
2093,Gianluca,Battaglia,1990-06-23 21:17:17.130721,BTTGLGNLC90H63C719
2094,Vittoria,Silvestri,1990-08-21 21:17:17.130721,SLVSTRVTTR90M21C722
2095,Gianmarco,Palumbo,1990-06-18 21:17:17.130721,PLMBGNMRC90H58C723
2096,Vittoria,Fiore,1983-06-04 21:17:17.130721,FRVTTR83H4C724
2097,Gianmaria,Sartori,1994-07-14 21:17:17.130721,SRTRGNMR94L54C725
2098,Vittoria,Damico,1993-06-01 21:17:17.130721,DMCVTTR93H1C726
2099,Gianpaolo,Villa,1972-05-15 21:17:17.130721,VLLGNPL72E15C727
2100,Vittoria,Coppola,1978-12-23 21:17:17.130721,CPPLVTTR78T63C728
2101,Gianpiero,Farina,1981-10-14 21:17:17.130721,FRNGNPR81R14C729
2102,Vittoria,Lombardo,1999-02-01 21:17:17.130721,LMBRDVTTR99B1C730
2103,Giorgio,Mariani,1981-01-28 21:17:17.130721,MRNGRG81A68C732
2104,Vittoria,Ferri,1987-01-12 21:17:17.130721,FRRVTTR87A52C733
2105,Giovanni,Monti,1970-07-26 21:17:17.130721,MNTGVNN70L66C735
2106,Vittoria,Neri,1964-05-11 21:17:17.130721,NRVTTR64E11C738
2107,Giuseppe,Pellegrini,2003-03-30 21:17:17.130721,PLLGRNGSPP03C70C739
2108,Vittoria,Basile,1987-11-17 21:17:17.130721,BSLVTTR87S17C740
2109,Gregorio,Rossetti,1992-05-30 21:17:17.130721,RSSTTGRGR92E30C741
2110,Vittoria,Graziani,2000-01-04 21:17:17.130721,GRZNVTTR00A44C742
2111,Guido,Palmieri,1964-10-31 21:17:17.130721,PLMRGD64R31C744
2112,Vittoria,Donati,1971-07-25 21:17:17.130721,DNTVTTR71L25C745
2113,Iacopo,Martino,1978-02-05 21:17:17.130721,MRTNCP78B45C750
2114,Vittoria,Rizzi,1975-02-08 21:17:17.130721,RZZVTTR75B48C743
2115,Italo,Vitale,1980-11-01 21:17:17.130721,VTLTL80S1C746
2116,Vittoria,De Angelis,1995-09-07 21:17:17.130721,DNGLSVTTR95P47C747
2117,Ivan,Serra,1995-12-30 21:17:17.130721,SRRVN95T70C749
2118,Vittoria,Testa,1972-03-19 21:17:17.130721,TSTVTTR72C19C751
2119,Leonardo,Piazza,1964-09-17 21:17:17.130721,PZZLNRD64P57C752
2120,Vittoria,Ferraro,1973-10-07 21:17:17.130721,FRRRVTTR73R47C755
2121,Liberato,Valentini,2001-12-15 21:17:17.130721,VLNTNLBRT01T55C756
2122,Vittoria,Bianchini,1997-11-06 21:17:17.130721,BNCHNVTTR97S6C757
2123,Lorenzo,Benedetti,1987-03-21 21:17:17.130721,BNDTTLRNZ87C61C758
2124,Vittoria,Parisi,1976-01-04 21:17:17.130721,PRSVTTR76A4C759
2125,Luca,Sacco,1967-10-26 21:17:17.130721,SCCLC67R66C760
2126,Vittoria,De Rosa,1979-12-29 21:17:17.130721,DRSVTTR79T69C763
2127,Luciano,Ferretti,1986-05-05 21:17:17.130721,FRRTTLCN86E45C765
2128,Vittoria,Morelli,1976-10-22 21:17:17.130721,MRLLVTTR76R62C766
2129,Marcello,Lombardi,1999-08-19 21:17:17.130721,LMBRDMRCLL99M59C764
2130,Vittoria,Russo,1966-11-02 21:17:17.130721,RSSVTTR66S2C768
2131,Marco,Contini,1988-04-06 21:17:17.130721,CNTNMRC88D6C769
2132,Vittoria,Mazzoli,1978-03-12 21:17:17.130721,MZZLVTTR78C12C770
2133,Mario,Rosati,1982-07-25 21:17:17.130721,RSTMR82L25C771
2134,Vittoria,De Luca,1976-10-30 21:17:17.130721,DLCVTTR76R70C773
2135,Massimiliano,Costa,1968-12-08 21:17:17.130721,CSTMSSMLN68T48C778
2136,Vittoria,Gallo,1981-02-01 21:17:17.130721,GLLVTTR81B41C779
2137,Massimo,Santoro,1970-10-03 21:17:17.130721,SNTRMSSM70R3C780
2138,Vittoria,Caputo,1994-12-20 21:17:17.130721,CPTVTTR94T20C781
2139,Mauro,D'Angelo,1992-06-16 21:17:17.130721,DNGLMR92H56C777
2140,Vittoria,Benedetto,1967-04-02 21:17:17.130721,BNDTTVTTR67D2C774
2141,Michele,Marchetti,1989-08-05 21:17:17.130721,MRCHTTMCHL89M45C776
2142,Vittoria,D'Amico,1987-06-14 21:17:17.130721,DMCVTTR87H14C782
2143,Niccolò,Moretti,1991-03-24 21:17:17.130721,MRTTNCCL91C24C783
2144,Vittoria,Silvestri,1964-12-07 21:17:17.130721,SLVSTRVTTR64T47C784
2145,Nicola,Rinaldi,2000-06-21 21:17:17.130721,RNLDNCL00H21C785
2146,Vittoria,Montanari,2005-03-10 21:17:17.130721,MNTNRVTTR05C10C787
2147,Orazio,Caruso,1984-05-22 21:17:17.130721,CRSRZ84E22C790
2148,Vittoria,Gatti,1963-12-31 21:17:17.130721,GTTVTTR63T31C791
2149,Ottavio,Battaglia,2003-10-18 21:17:17.130721,BTTGLTTV03R18C792
2150,Vittoria,Silvestri,1985-02-07 21:17:17.130721,SLVSTRVTTR85B7C793
2151,Paolo,Palumbo,1980-12-01 21:17:17.130721,PLMBPL80T1C794
2152,Vittoria,Fiore,1987-07-18 21:17:17.130721,FRVTTR87L58C795
2153,Pasquale,Sartori,1993-01-10 21:17:17.130721,SRTRPSQL93A50C796
2154,Vittoria,Damico,1971-08-04 21:17:17.130721,DMCVTTR71M4C800
2155,Piero,Villa,1965-11-18 21:17:17.130721,VLLPR65S58C801
2156,Vittoria,Coppola,1973-01-29 21:17:17.130721,CPPLVTTR73A29C803
2157,Pietro,Farina,1992-12-13 21:17:17.130721,FRNPTR92T53C804
2158,Vittoria,Lombardo,1985-09-28 21:17:17.130721,LMBRDVTTR85P28C806
2159,Raffaele,De Santis,1973-07-12 21:17:17.130721,DSNTSRFFL73L52C807
2160,Vittoria,Bernardi,1986-09-26 21:17:17.130721,BRNRDVTTR86P26C810
2161,Raimondo,Fiore,1988-04-02 21:17:17.130721,FRRMND88D2C811
2162,Vittoria,Mancini,1980-10-31 21:17:17.130721,MNCNVTTR80R71C812
2163,Renato,Rizzo,1969-11-21 21:17:17.130721,RZZRNT69S21C813
2164,Vittoria,Mariani,1996-02-17 21:17:17.130721,MRNVTTR96B57C814
2165,Riccardo,Carbone,1964-02-23 21:17:17.130721,CRBNRCCRD64B63C815
2166,Vittoria,Ruggiero,1983-04-30 21:17:17.130721,RGGRVTTR83D70C816
2167,Roberto,Sorrentino,1969-02-22 21:17:17.130721,SRRNTNRBRT69B62C817
2168,Vittoria,Ferro,1968-08-29 21:17:17.130721,FRRVTTR68M29C818
2169,Rocco,Fabbri,1990-01-02 21:17:17.130721,FBBRRCC90A42C819
2170,Vittoria,Napolitano,1980-08-02 21:17:17.130721,NPLTNVTTR80M42C820
2171,Rodolfo,Bianco,2000-03-09 21:17:17.130721,BNCRDLF00C49C821
2172,Vittoria,Russo,1994-07-06 21:17:17.130721,RSSVTTR94L6C823
2173,Rocco,Moretti,1968-07-29 21:17:17.130721,MRTTRCC68L29C824
2174,Vittoria,Martinelli,1979-07-14 21:17:17.130721,MRTNLLVTTR79L14C826
2175,Rolando,Riva,1970-07-23 21:17:17.130721,RVRLND70L63C829
2176,Vittoria,Guerra,1975-05-17 21:17:17.130721,GRRVTTR75E57M426
2177,Romano,De Angelis,1968-05-29 21:17:17.130721,DNGLSRMN68E69C835
2178,Vittoria,Palumbo,2000-06-28 21:17:17.130721,PLMBVTTR00H28C836
2179,Romeo,Pagano,1977-04-08 21:17:17.130721,PGNRM77D48C838
2180,Vittoria,Martino,1975-08-23 21:17:17.130721,MRTNVTTR75M23C839
2181,Romualdo,Pellegrino,2004-08-18 21:17:17.130721,PLLGRNRMLD04M58C841
2182,Vittoria,Giordano,1965-01-20 21:17:17.130721,GRDNVTTR65A20C844
2183,Rosario,Testa,1971-08-13 21:17:17.130721,TSTRSR71M53C845
2184,Vittoria,Martini,2000-07-07 21:17:17.130721,MRTNVTTR00L7C851
2185,Ruggero,Bernardini,1994-03-21 21:17:17.130721,BRNRDNRGGR94C21C854
2186,Vittoria,Messina,1974-06-29 21:17:17.130721,MSSNVTTR74H69C857
2187,Salvatore,Pugliese,2003-05-06 21:17:17.130721,PGLSSLVTR03E6C847
2188,Vittoria,Esposito,1972-12-15 21:17:17.130721,SPSTVTTR72T15C870
2189,Samuele,D'Amore,1995-07-27 21:17:17.130721,DMRSML95L67C846
2190,Vittoria,Pinto,1983-02-05 21:17:17.130721,PNTVTTR83B5C872
2191,Sandro,Benedetti,1987-01-17 21:17:17.130721,BNDTTSNDR87A17C848
2192,Vittoria,Ferrara,1964-04-30 21:17:17.130721,FRRRVTTR64D30C850
2193,Santino,Rizzo,1971-01-02 21:17:17.130721,RZZSNTN71A2C852
2194,Vittoria,Longo,1992-02-04 21:17:17.130721,LNGVTTR92B44C853
2195,Santo,Barbieri,1979-10-04 21:17:17.130721,BRBRSNT79R4C311
2196,Vittoria,Amato,1982-08-10 21:17:17.130721,MTVTTR82M10C855
2197,Sebastiano,Leone,1973-02-10 21:17:17.130721,LNSBSTN73B10C856
2198,Vittoria,Orlando,1981-03-31 21:17:17.130721,RLNDVTTR81C71C858
2199,Secondo,Barone,1977-01-08 21:17:17.130721,BRNSCND77A8C859
2200,Vittoria,Montagna,1990-03-23 21:17:17.130721,MNTGNVTTR90C23C860
2201,Sergio,Caputo,1971-02-22 21:17:17.130721,CPTSRG71B22C862
2202,Vittoria,Rizzo,1999-05-16 21:17:17.130721,RZZVTTR99E16C864
2203,Silvano,Rossati,1987-06-22 21:17:17.130721,RSSTSLVN87H62C865
2204,Vittoria,Bianco,1969-08-05 21:17:17.130721,BNCVTTR69M45C866
2205,Silverio,Bruno,1986-08-17 21:17:17.130721,BRNSLVR86M17C867
2206,Vittoria,Caruso,2003-12-13 21:17:17.130721,CRSVTTR03T53C868
2207,Siro,Colombo,1983-04-25 21:17:17.130721,CLMBSR83D25C869
2208,Vittoria,Coppola,2003-04-05 21:17:17.130721,CPPLVTTR03D45C871
2209,Stefano,Costa,1982-08-04 21:17:17.130721,CSTSTFN82M4C875
2210,Vittoria,De Luca,1965-09-16 21:17:17.130721,DLCVTTR65P56C876
2211,Taddeo,De Santis,1978-03-11 21:17:17.130721,DSNTSTDD78C51C878
2212,Vittoria,Donati,1996-09-11 21:17:17.130721,DNTVTTR96P51M380
2213,Terenzio,Esposito,2003-10-08 21:17:17.130721,SPSTTRNZ03R8C877
2214,Vittoria,Farina,2003-03-24 21:17:17.130721,FRNVTTR03C64C880
2215,Tiberio,Fabbri,1970-05-31 21:17:17.130721,FBBRTBR70E71M419
2216,Vittoria,Ferri,1986-10-27 21:17:17.130721,FRRVTTR86R67C879
2217,Tiburzio,Ferrara,1995-11-30 21:17:17.130721,FRRRTBRZ95S30C882
2218,Vittoria,Ferrari,1995-03-21 21:17:17.130721,FRRRVTTR95C61C883
2219,Timoteo,Fiore,1995-12-01 21:17:17.130721,FRTMT95T41C884
2220,Vittoria,Fontana,1994-06-01 21:17:17.130721,FNTNVTTR94H41C885
2221,Tito,Gallo,1998-04-04 21:17:17.130721,GLLTT98D44C886
2222,Vittoria,Gatti,1983-08-17 21:17:17.130721,GTTVTTR83M17C888
2223,Tommaso,Graziani,1992-04-11 21:17:17.130721,GRZNTMMS92D11C890
2224,Vittoria,Greco,1990-04-22 21:17:17.130721,GRCVTTR90D22C893
2225,Tonino,Leone,1971-04-05 21:17:17.130721,LNTNN71D45C894
2226,Vittoria,Lombardi,2004-03-07 21:17:17.130721,LMBRDVTTR04C47C895
2227,Ubaldo,Mancini,1988-07-17 21:17:17.130721,MNCNBLD88L57C897
2228,Vittoria,Mariani,1975-04-13 21:17:17.130721,MRNVTTR75D13C900
2229,Uberto,Martini,2003-09-12 21:17:17.130721,MRTNBRT03P12C901
2230,Vittoria,Marini,1997-12-13 21:17:17.130721,MRNVTTR97T53C902
2231,Ugo,Marino,1964-04-22 21:17:17.130721,MRNG64D22C903
2232,Vittoria,Martino,1974-04-13 21:17:17.130721,MRTNVTTR74D13C904
2233,Ulisse,Morelli,1985-12-08 21:17:17.130721,MRLLLSS85T48C905
2234,Vittoria,Moretti,1993-08-13 21:17:17.130721,MRTTVTTR93M53C908
2235,Urbano,Neri,1966-05-22 21:17:17.130721,NRRBN66E22M336
2236,Vittoria,Palmieri,2003-12-19 21:17:17.130721,PLMRVTTR03T59C910
2237,Valentino,Palumbo,1980-05-18 21:17:17.130721,PLMBVLNTN80E18C911
2238,Vittoria,Parisi,1998-06-16 21:17:17.130721,PRSVTTR98H56C912
2239,Valerio,Piazza,2003-03-31 21:17:17.130721,PZZVLR03C31C914
2240,Vittoria,Pellegrini,1986-06-29 21:17:17.130721,PLLGRNVTTR86H69M314
2241,Vanni,Rinaldi,2000-10-05 21:17:17.130721,RNLDVNN00R5C917
2242,Vittoria,Riva,1984-05-01 21:17:17.130721,RVVTTR84E41C918
2243,Vincenzo,Rizzi,1998-12-08 21:17:17.130721,RZZVNCNZ98T48C920
2244,Vittoria,Romano,1971-06-06 21:17:17.130721,RMNVTTR71H6C922
2245,Vitale,Rossetti,1972-07-14 21:17:17.130721,RSSTTVTL72L14C925
2246,Vittoria,Ruggiero,2003-05-09 21:17:17.130721,RGGRVTTR03E9C926
2247,Vittorio,Russo,1964-05-05 21:17:17.130721,RSSVTTR64E5C927
2248,Vittoria,Sacco,1968-03-04 21:17:17.130721,SCCVTTR68C4C928
2249,Vittore,Sartori,1985-05-06 21:17:17.130721,SRTRVTTR85E6C929
2250,Vittoria,Santoro,1968-05-01 21:17:17.130721,SNTRVTTR68E1C930
2251,Zaccheo,Sorrentino,1971-05-28 21:17:17.130721,SRRNTNZCCH71E68C931
2252,Vittoria,Silvestri,1968-02-13 21:17:17.130721,SLVSTRVTTR68B13C933
2253,Zaccaria,Testa,1965-10-05 21:17:17.130721,TSTZCCR65R5C934
2254,Vittoria,Valentini,1988-03-24 21:17:17.130721,VLNTNVTTR88C24C937
2255,Mario,Villa,1974-01-14 21:17:17.130721,VLLMR74A14C935
2256,Sofia,Amato,1982-05-27 21:17:17.130721,MTSF82E27C938
2257,Francesco,Barbieri,1998-06-05 21:17:17.130721,BRBRFRNCSC98H5C941
2258,Giulia,Basile,1967-10-25 21:17:17.130721,BSLGL67R65C940
2259,Leonardo,Bernardi,1981-10-08 21:17:17.130721,BRNRDLNRD81R48C939
2260,Chiara,Caputo,1979-12-22 21:17:17.130721,CPTCHR79T22C943
2261,Luca,Carbone,1973-05-02 21:17:17.130721,CRBNLC73E2C946
2262,Martina,Conti,1989-02-15 21:17:17.130721,CNTMRTN89B55C948
2263,Lorenzo,Coppola,1968-10-05 21:17:17.130721,CPPLLRNZ68R45C950
2264,Aurora,Damico,2003-10-03 21:17:17.130721,DMCRR03R3C951
2265,Andrea,De Angelis,1999-03-16 21:17:17.130721,DNGLSNDR99C16C952
2266,Alice,De Rosa,1993-12-16 21:17:17.130721,DRSLC93T56C954
2267,Matteo,De Luca,1970-03-17 21:17:17.130721,DLCMTT70C17C955
2268,Emma,D'Angelo,2004-10-25 21:17:17.130721,DNGLMM04R65C956
2269,Gabriele,D'Amico,1977-12-04 21:17:17.130721,DMCGBRL77T44C957
2270,Greta,D'Amore,1976-05-12 21:17:17.130721,DMRGRT76E12C958
2271,Alessandro,De Santis,1977-09-09 21:17:17.130721,DSNTSLSSNDR77P49C959
2272,Giorgia,Donati,1993-01-08 21:17:17.130721,DNTGRG93A8C960
2273,Giuseppe,Farina,1991-12-30 21:17:17.130721,FRNGSPP91T30C962
2274,Valentina,Ferraro,1983-06-22 21:17:17.130721,FRRRVLNTN83H62C963
2275,Edoardo,Ferro,1976-03-31 21:17:17.130721,FRRDRD76C31C964
2276,Elena,Fontana,1975-10-23 21:17:17.130721,FNTNLN75R63M356
2277,Giovanni,Gallo,1977-07-22 21:17:17.130721,GLLGVNN77L22C968
2278,Beatrice,Gatti,1990-05-17 21:17:17.130721,GTTBTRC90E57C969
2279,Davide,Giordano,1976-08-25 21:17:17.130721,GRDNDVD76M65C971
2280,Giuliana,Grassi,1992-04-06 21:17:17.130721,GRSSGLN92D6C972
2281,Federico,Greco,2002-02-15 21:17:17.130721,GRCFDRC02B55C973
2282,Sara,Guerra,1974-07-25 21:17:17.130721,GRRSR74L25C974
2283,Alessio,Lombardo,1981-09-29 21:17:17.130721,LMBRDLSS81P69C975
2284,Eleonora,Longo,1998-05-19 21:17:17.130721,LNGLNR98E19C976
2285,Antonio,Marino,1996-02-23 21:17:17.130721,MRNNTN96B63C977
2286,Vittoria,Martini,1971-04-11 21:17:17.130721,MRTNVTTR71D51C978
2287,Tommaso,Martinelli,1998-01-12 21:17:17.130721,MRTNLLTMMS98A12C979
2288,Francesca,Mariani,1999-05-23 21:17:17.130721,MRNFRNCSC99E63C980
2289,Simone,Mazzola,1995-05-12 21:17:17.130721,MZZLSMN95E12C982
2290,Carolina,Mazzoli,1987-08-17 21:17:17.130721,MZZLCRLN87M17C983
2291,Marco,Messina,1995-02-09 21:17:17.130721,MSSNMRC95B9C984
2292,Chiaretta,Montagna,2002-02-14 21:17:17.130721,MNTGNCHRTT02B14C986
2293,Filippo,Montanari,1964-08-12 21:17:17.130721,MNTNRFLPP64M52C987
2294,Teresa,Napolitano,1996-02-27 21:17:17.130721,NPLTNTRS96B27C988
2295,Michele,Pagano,1969-08-22 21:17:17.130721,PGNMCHL69M62C990
2296,Angelica,Pellegrini,1981-03-03 21:17:17.130721,PLLGRNNGLC81C43C991
2297,Mattia,Piazza,1964-11-27 21:17:17.130721,PZZMTT64S27C992
2298,Caterina,Pinto,1969-04-03 21:17:17.130721,PNTCTRN69D43C993
2299,Stefano,Pugliese,1967-10-20 21:17:17.130721,PGLSSTFN67R20C996
2300,Ludovica,Riva,1981-10-11 21:17:17.130721,RVLDVC81R11C995
2301,Christian,Rizzi,1978-05-08 21:17:17.130721,RZZCHRSTN78E48C998
2302,Irene,Rizzo,1976-07-23 21:17:17.130721,RZZRN76L63C999
2303,Niccolò,Romano,1964-09-09 21:17:17.130721,RMNNCCL64P9D003
2304,Rebecca,Rossetti,1999-04-21 21:17:17.130721,RSSTTRBCC99D21D004
2305,Raffaele,Ruggiero,1984-06-05 21:17:17.130721,RGGRRFFL84H5D006
