nome;cognome;nascita;osm_id;
Dario;Sorrentino;M327;326512306;
Vittoria;Ferro;B950;326512398;
Edoardo;Fabbri;B953;326515116;
Vittoria;Rossi;B954;326515127;
Enrico;Russo;B955;326515197;
Vittoria;Ferrari;B956;326515420;
Ezio;Esposito;B959;326519319;
Vittoria;Bianchi;B961;326532995;
Fabio;Romano;B958;326533108;
Vittoria;Colombo;B960;326534531;
Federico;Ricci;B963;326534714;
Vittoria;Marino;B965;326539207;
Filippo;Greco;B966;326539266;
Vittoria;Bruno;B967;326702455;
Francesco;Gallo;B971;327386198;
Vittoria;Conti;B974;327386770;
Franco;De Luca;B977;4576262;
Vittoria;Costa;B978;327386771;
Gabriele;Mancini;B980;327428766;
Vittoria;Rizzo;B979;329525010;
Gennaro;Lombardi;B982;330207849;
Vittoria;Moretti;B984;330207850;
Giacomo;Barbieri;B985;330207851;
Vittoria;Fontana;B988;330207852;
Giampaolo;Santoro;B987;330207853;
Vittoria;Mariani;B989;330207854;
Giancarlo;Rinaldi;B990;330208889;
Vittoria;Caruso;B991;330208890;
Gianfranco;Ferrara;A472;330208891;
Vittoria;Galli;B993;330208892;
Gianluca;Martini;B994;330208893;
Vittoria;Leone;B996;330208894;
Gianmarco;Gatti;C002;330208895;
Vittoria;Bianco;C003;330208896;
Gianmaria;Fabbri;B998;330208897;
Vittoria;Sartori;B997;330208898;
Gianpaolo;Monti;C004;330208899;
Vittoria;Villa;M388;330208954;
Gianpiero;Amato;B999;330209285;
Vittoria;Marini;C006;330209286;
Giorgio;De Santis;C007;330209287;
Vittoria;Palumbo;C014;330209288;
Giovanni;Bernardi;C020;330209289;
Vittoria;Fiore;C024;330209290;
Giuseppe;Farina;C022;330210264;
Vittoria;Ferri;C027;330210868;
Gregorio;Pellegrini;C030;330217208;
Vittoria;Damico;C033;330217209;
Guido;Basile;C034;330219687;
Vittoria;Rossetti;C037;332070111;
Iacopo;Graziani;C038;332070248;
Vittoria;Palmieri;C041;332070249;
Italo;Donati;C044;333428636;
Vittoria;Battaglia;C045;333428672;
Ivan;Martino;C046;333428796;
Vittoria;Rizzi;C049;333428864;
Leonardo;Neri;C047;333428935;
Vittoria;Vitale;C048;333429147;
Liberato;De Angelis;C050;335045204;
Vittoria;Serra;C052;335045205;
Lorenzo;Coppola;C053;335045207;
Vittoria;Testa;C055;335045209;
Luca;Piazza;C056;335045210;
Vittoria;Ferraro;C058;335045211;
Luciano;Valentini;C064;335045212;
Vittoria;Bianchini;C065;335045214;
Marcello;Benedetti;B494;335045215;
Vittoria;Parisi;C040;335045218;
Marco;Sacco;C183;335045220;
Vittoria;De Rosa;C075;335045222;
Mario;Ferretti;C076;335045223;
Vittoria;Morelli;C078;335045225;
Massimiliano;Russo;C082;335045227;
Vittoria;Contini;C083;335045229;
Massimo;Mazzoli;C085;335045230;
Vittoria;Colombo;C086;335045233;
Mauro;Mancini;B969;335045234;
Vittoria;Rosati;C090;335045236;
Michele;De Luca;C091;335045237;
Vittoria;Costa;C093;335045241;
Niccolò;Gallo;C094;335045243;
Vittoria;Santoro;C096;335045244;
Nicola;Caputo;C097;335045247;
Vittoria;D'Angelo;C098;335045248;
Orazio;Benedetto;C102;335045249;
Vittoria;Marchetti;C114;335045253;
Ottavio;D'Amico;C115;335045255;
Vittoria;Moretti;C116;335045256;
Paolo;Silvestri;C117;335045257;
Vittoria;Rinaldi;C118;335045259;
Pasquale;Montanari;C121;335045260;
Vittoria;Caruso;M354;335045264;
Piero;Gatti;C203;335045265;
Vittoria;Battaglia;C204;335045266;
Pietro;Silvestri;C208;335045269;
Vittoria;Palumbo;C211;335048720;
Raffaele;Fiore;C252;335048723;
Vittoria;Sartori;C253;335048724;
Raimondo;Damico;C255;335048727;
Vittoria;Villa;C259;335048730;
Renato;Coppola;C261;335048731;
Vittoria;Farina;C262;335048732;
Riccardo;Lombardo;C263;335048733;
Vittoria;Mariani;C266;335048734;
Roberto;Ferri;C265;335890766;
Vittoria;Monti;C270;335890773;
Rocco;Neri;C268;337139599;
Vittoria;Pellegrini;C269;337139600;
Rodolfo;Basile;C289;337139632;
Vittoria;Rossetti;C110;337555739;
Rocco;Graziani;C291;338464700;
Vittoria;Palmieri;C057;338466123;
Rolando;Donati;C059;340704756;
Vittoria;Martino;C060;340704761;
Romano;Rizzi;C062;340704764;
Vittoria;Vitale;C063;347722234;
Romeo;De Angelis;C066;347722235;
Vittoria;Serra;C067;347722236;
Romualdo;Testa;C069;350881244;
Vittoria;Piazza;C072;350881245;
Rosario;Ferraro;C073;350881246;
Vittoria;Valentini;C074;350881247;
Ruggero;Bianchini;C080;350881249;
Vittoria;Benedetti;C081;350881250;
Salvatore;Parisi;C089;350881251;
Vittoria;Sacco;C100;350881252;
Samuele;De Rosa;C101;350882620;
Vittoria;Ferretti;C104;350882630;
Sandro;Morelli;C105;350882640;
Vittoria;Lombardi;C113;350882653;
Santino;Russo;C107;350882668;
Vittoria;Contini;C106;350882686;
Santo;Mazzoli;M322;350882698;
Vittoria;Rosati;C111;350882710;
Sebastiano;De Luca;M393;350882722;
Vittoria;Costa;C119;350882737;
Secondo;Gallo;C120;350882752;
Vittoria;Santoro;C122;350882762;
Sergio;Caputo;C123;350882764;
Vittoria;D'Angelo;C127;350882780;
Silvano;Benedetto;C145;350882798;
Vittoria;Marchetti;C147;350882807;
Silverio;D'Amico;C051;350882816;
Vittoria;Moretti;C125;350882826;
Siro;Silvestri;C126;350882836;
Vittoria;Rinaldi;C128;350882847;
Stefano;Montanari;C130;350882880;
Vittoria;Caruso;C129;350882899;
Taddeo;Gatti;C133;350882912;
Vittoria;Battaglia;C134;350882918;
Terenzio;Silvestri;C135;350882927;
Vittoria;Palumbo;C136;350882933;
Tiberio;Fiore;C137;350884108;
Vittoria;Sartori;C139;350884110;
Tiburzio;Damico;C142;350884111;
Vittoria;Villa;C141;350884112;
Timoteo;Coppola;C143;350884113;
Vittoria;Farina;C148;350884114;
Tito;Lombardo;C149;350884115;
Vittoria;De Santis;C153;350884116;
Tommaso;Bernardi;C152;350884119;
Vittoria;Fiore;C154;350884120;
Tonino;Mancini;C155;350884121;
Vittoria;Rizzo;C156;350884123;
Ubaldo;Mariani;C158;350884124;
Vittoria;Carbone;C157;350884125;
Uberto;Ruggiero;C160;350884126;
Vittoria;Sorrentino;C161;350884129;
Ugo;Ferro;C162;350884130;
Vittoria;Fabbri;C166;350884945;
Ulisse;Napolitano;C165;350884950;
Vittoria;Bianco;C167;350884951;
Urbano;Russo;C169;350884952;
Vittoria;Moretti;C079;350884953;
Valentino;Martinelli;C172;350884954;
Vittoria;Riva;C174;350884957;
Valerio;Guerra;C173;350884958;
Vittoria;De Angelis;C175;350884959;
Vanni;Palumbo;C176;350884960;
Vittoria;Pagano;C177;350884961;
Vincenzo;Martino;B312;350884962;
Vittoria;Pellegrino;C184;350884963;
Vitale;Giordano;C185;350884969;
Vittoria;Testa;C178;350884976;
Vittorio;Martini;C186;350884981;
Vittoria;Bernardini;A300;350885000;
Vittore;Messina;C187;350885049;
Vittoria;Pugliese;C188;350885071;
Zaccheo;Esposito;C190;350885083;
Vittoria;D'Amore;C194;350885091;
Zaccaria;Pinto;C189;350889907;
Vittoria;Benedetti;C195;350889912;
Mario;Ferrara;C198;350889915;
Sofia;Rizzo;C199;350889920;
Francesco;Longo;C201;350889929;
Giulia;Barbieri;C202;350889940;
Leonardo;Amato;C205;350889942;
Chiara;Leone;C206;350889947;
Luca;Orlando;C207;350889953;
Martina;Barone;C197;350889958;
Lorenzo;Montagna;C209;350889962;
Aurora;Caputo;C210;350889967;
Andrea;Rizzo;C213;350889972;
Alice;Rossati;C215;350889975;
Matteo;Bianco;C217;350890675;
Emma;Bruno;C218;350890677;
Gabriele;Caruso;C219;350890679;
Greta;Colombo;C216;350890680;
Alessandro;Coppola;C226;350890681;
Giorgia;Costa;C227;350890682;
Giuseppe;De Luca;C228;350890683;
Valentina;De Santis;C229;350890684;
Edoardo;Donati;C220;350890685;
Elena;Esposito;C230;350890686;
Giovanni;Farina;C231;350890687;
Beatrice;Fabbri;C225;350893994;
Davide;Ferri;C222;350893995;
Giuliana;Ferrara;C214;350893997;
Federico;Ferrari;C235;350893998;
Sara;Fiore;C224;350893999;
Alessio;Fontana;C236;350894000;
Eleonora;Gallo;C237;350894001;
Antonio;Gatti;C244;350894002;
Vittoria;Graziani;C232;350894003;
Tommaso;Greco;C240;350894004;
Francesca;Leone;C241;350894005;
Simone;Lombardi;C223;350894006;
Carolina;Mancini;C242;350894009;
Marco;Mariani;C243;350894011;
Chiaretta;Martini;C245;350894012;
Filippo;Marini;C246;350894013;
Teresa;Marino;C247;350894014;
Michele;Martino;C248;350894015;
Angelica;Morelli;C250;350894016;
Mattia;Moretti;C251;350894017;
Caterina;Neri;C254;350894577;
Stefano;Palmieri;C267;350894578;
Ludovica;Palumbo;C271;350894579;
Christian;Parisi;C272;350894580;
Irene;Piazza;C273;350894581;
Niccolò;Pellegrini;B968;350894582;
Rebecca;Rinaldi;C274;350894583;
Raffaele;Riva;C275;350894584;
Elisa;Rizzi;C181;350894585;
Daniele;Romano;C278;350897358;
Veronica;Rossetti;C276;350897359;
Fabio;Ruggiero;C279;350897360;
Gloria;Russo;C280;350897361;
Paolo;Sacco;B129;350897362;
Benedetta;Sartori;C200;350897363;
Enrico;Santoro;C284;350897364;
Adelaide;Sorrentino;C283;350897365;
Manuel;Silvestri;C286;350897366;
Rosanna;Testa;C287;350897367;
Vincenzo;Valentini;C288;350897368;
Marika;Villa;C290;350897369;
Valerio;Amato;C292;350897370;
Marta;Barbieri;C293;350897371;
Cristiano;Basile;M288;350897372;
Isabella;Bernardi;C318;350897374;
Michele;Caputo;C319;350897375;
Angelina;Carbone;C308;350898659;
Massimo;Conti;C302;350898672;
Benedetta;Coppola;C301;350898681;
Renato;Damico;C304;350898692;
Bianca;De Angelis;C313;350898702;
Salvatore;De Rosa;C296;350898712;
Carlotta;De Luca;C306;350898722;
Giulio;D'Angelo;C309;350898736;
Letizia;D'Amico;C310;350898746;
Pietro;D'Amore;C312;350898754;
Roberta;De Santis;C303;350898765;
Giorgio;Donati;C297;350898776;
Alessia;Farina;C314;350898786;
Danilo;Ferraro;C315;350898797;
Elena;Ferro;C298;350898807;
Umberto;Fontana;C316;351684035;
Aurora;Gallo;C300;351684039;
Fernando;Gatti;C317;351684040;
Giuliana;Giordano;C307;351684041;
Dario;Grassi;C321;353021171;
Ginevra;Greco;C322;358508072;
Rocco;Guerra;C323;358508074;
Carlotta;Lombardo;C325;358508080;
Gino;Longo;C324;358508084;
Eleonora;Marino;C327;358508086;
Renzo;Martini;C329;358508088;
Serena;Martinelli;C330;358508091;
Dante;Mariani;C331;358509641;
Gabriella;Mazzola;C332;358509642;
Giosuè;Mazzoli;C334;358509654;
Giovanna;Messina;C335;358509658;
Marcello;Montagna;C336;358509661;
Giada;Montanari;C337;358510989;
Achille;Napolitano;M261;358511435;
Lucrezia;Pagano;C338;358511789;
Agostino;Pellegrini;C339;358538232;
Tiziana;Piazza;C340;358547719;
Alfonso;Pinto;C341;358547722;
Rachele;Pugliese;C108;358547724;
Armando;Riva;C343;358547727;
Teresa;Rizzi;C344;358900175;
Augusto;Rizzo;C345;358902349;
Antonella;Romano;C346;358902351;
Brando;Rossetti;C347;358902353;
Paola;Ruggiero;C348;358902354;
Calogero;Russo;C349;358902355;
Livia;Sacco;C351;358902356;
Carmelo;Sartori;C352;359619965;
Noemi;Serra;C353;362077960;
Ciro;Silvestri;C354;362077962;
Ambra;Sorrentino;C357;362077965;
Costantino;Testa;C356;362077970;
Arianna;Valentini;C285;362077972;
Damiano;Villa;C359;362078699;
Celeste;Vitale;C361;362078700;
Daniele;Amato;C360;362078701;
Donatella;Barbieri;C363;362080214;
Domenico;Basile;C364;362080215;
Elettra;Bernardi;C365;362080216;
Emidio;Caputo;C369;362080217;
Emanuela;Carbone;C370;362080218;
Emilio;Conti;C372;362080219;
Fiorella;Coppola;C375;362080220;
Ercole;Damico;C376;362080221;
Flavia;De Angelis;C377;362080222;
Ernesto;De Rosa;M308;362080223;
Francesca;De Luca;C378;362080224;
Ezio;D'Angelo;C380;362080225;
Gaia;D'Amico;C381;362080226;
Fabiano;D'Amore;C382;362080227;
Gilda;De Santis;C383;362080228;
Fabrizio;Donati;C384;362080229;
Grazia;Farina;C385;362080230;
Federico;Ferraro;C387;362080231;
Ilaria;Ferro;C389;362080503;
Ferruccio;Fontana;C390;362080504;
Imma;Gallo;C392;362080505;
Filippo;Gatti;C393;363368434;
Jolanda;Giordano;C394;363368443;
Fortunato;Grassi;C395;363368448;
Letizia;Greco;C396;363368458;
Fulvio;Guerra;C398;363368460;
Loredana;Lombardo;C400;363368461;
Gavino;Longo;C404;363368464;
Maddalena;Marino;C405;363368465;
Gennaro;Martini;C406;363946159;
Marcella;Martinelli;C407;363946160;
Gerardo;Mariani;C409;363946161;
Maria;Mazzola;C408;363947431;
Giacomo;Mazzoli;C412;363947435;
Marilena;Messina;C410;363947438;
Giancarlo;Montagna;C413;363947439;
Marina;Montanari;C414;368149951;
Gianluca;Napolitano;C415;368149984;
Maura;Pagano;C417;368150003;
Gianmarco;Pellegrini;C418;368150009;
Milena;Piazza;C420;368150013;
Gianpaolo;Pinto;C421;368150060;
Miranda;Pugliese;C422;368150064;
Giordano;Riva;C424;375689331;
Monica;Rizzi;C426;375689345;
Giosuè;Rizzo;C428;375689357;
Nadia;Romano;C429;375689366;
Giuliano;Rossetti;C430;375689375;
Natalia;Ruggiero;C435;375689383;
Giuseppe;Russo;C432;375689391;
Nella;Sacco;C436;375689402;
Graziano;Sartori;C437;375689406;
Nicoletta;Serra;C438;375689412;
Gregorio;Silvestri;C439;375689415;
Nunzia;Sorrentino;C444;375689420;
Italo;Testa;C441;375689422;
Oriana;Valentini;C442;375689425;
Ivano;Villa;C440;375689426;
Patrizia;Vitale;C443;375689427;
Jacopo;Amato;C446;375689428;
Piera;Barbieri;C447;375689429;
Lazzaro;Basile;C449;375689430;
Pierina;Bernardi;C448;375689431;
Leandro;Caputo;M398;375689432;
Raffaella;Carbone;M262;375689439;
Liberato;Conti;M355;375689440;
Romina;Coppola;C453;375689441;
Lorenzo;Damico;C456;375689442;
Rosalba;De Angelis;C457;375689443;
Luciano;De Rosa;C458;375690048;
Rosalia;De Luca;C459;375690049;
Luigi;D'Angelo;C461;375690050;
Rossana;D'Amico;C463;375690051;
Marco;D'Amore;C466;375690052;
Rossella;De Santis;C469;375690053;
Mariano;Donati;C470;375690057;
Rosalinda;Farina;C472;375690058;
Marino;Ferraro;M394;375690059;
Sabrina;Ferro;C471;375690060;
Mario;Fontana;C474;375690061;
Serena;Gallo;C476;375690152;
Marzio;Gatti;C478;375690153;
Silvana;Giordano;C479;375690154;
Massimiliano;Grassi;C480;375690155;
Silvia;Greco;C481;375690493;
Maurizio;Guerra;C483;375690495;
Simona;Lombardo;C482;375690496;
Michele;Bianchi;C484;375690497;
Stefania;Romano;C485;375690498;
Nazzareno;Colombo;C486;375690499;
Stefania;Ricci;C487;375690500;
Nazario;Marino;C488;375690501;
Susanna;Greco;C489;375690502;
Nicola;Bruno;C492;375690503;
Teresa;Gallo;C493;375690504;
Orazio;Conti;C494;375690505;
Tiziana;De Luca;C495;375690506;
Ottavio;Costa;C496;375690507;
Valentina;Mancini;C498;375692634;
Pasquale;Rizzo;C500;375692635;
Valeria;Lombardi;C501;375692636;
Patrizio;Moretti;C497;375692637;
Vanessa;Barbieri;C502;375692638;
Pietro;Fontana;C503;375692639;
Vera;Santoro;C504;375692640;
Pompeo;Mariani;C505;375692641;
Vittoria;Rinaldi;C506;375692642;
Primo;Ferrara;C508;375692643;
Vittoria;Martini;C509;375692644;
Prospero;Leone;C510;375692645;
Vittoria;Gatti;C511;375692646;
Raffaele;Benedetti;C512;375692647;
Vittoria;Sartori;C513;375692648;
Raimondo;Monti;C514;375692649;
Vittoria;Villa;C515;375692650;
Raniero;Amato;C516;375692938;
Vittoria;Marini;A022;375692939;
Remigio;De Santis;C517;375692940;
Vittoria;Palumbo;C520;375692941;
Renato;Bernardi;C521;375692942;
Vittoria;Fiore;C523;375692943;
Riccardo;Ferri;C528;375692944;
Vittoria;Pellegrini;C524;375692945;
Roberto;Damico;C527;375692946;
Vittoria;Basile;C507;375692947;
Rocco;Graziani;C529;375692948;
Vittoria;Rossetti;C518;375692949;
Rodolfo;Palmieri;C525;375692950;
Vittoria;Donati;C530;375692951;
Rocco;Battaglia;C531;375692952;
Vittoria;Martino;C532;5597079;
Rolando;Rizzi;C536;5597078;
Vittoria;Neri;C534;375834537;
Romano;Vitale;C537;375834538;
Vittoria;De Angelis;C533;375834539;
Romeo;Serra;C538;375834540;
Vittoria;Coppola;C539;375834541;
Romualdo;Testa;C540;375834544;
Vittoria;Piazza;C541;375834545;
Rosario;Ferraro;C542;375834547;
Vittoria;Valentini;C543;375834548;
Ruggero;Bianchini;C544;375834550;
Vittoria;Benedetti;C545;375834551;
Salvatore;Parisi;C547;375834554;
Vittoria;Sacco;C548;375834555;
Samuele;De Rosa;C549;375834556;
Vittoria;Ferretti;C550;375834557;
Sandro;Morelli;C551;375834559;
Vittoria;Contini;C552;375834560;
Santino;Mazzoli;C553;375834561;
Vittoria;Rosati;C554;375834562;
Santo;De Luca;C555;375834563;
Vittoria;Costa;C556;375834564;
Sebastiano;Gallo;C557;375835140;
Vittoria;Santoro;C558;375835142;
Secondo;Caputo;C559;375835143;
Vittoria;D'Angelo;C560;375835145;
Sergio;Benedetto;C561;375835146;
Vittoria;Marchetti;C563;380148876;
Silvano;D'Amico;C564;380148896;
Vittoria;Moretti;C565;380148897;
Silverio;Silvestri;C566;380148898;
Vittoria;Rinaldi;C567;380148899;
Siro;Montanari;C568;380148900;
Vittoria;Caruso;C569;380148901;
Stefano;Gatti;C573;380148902;
Vittoria;Battaglia;C574;380148911;
Taddeo;Silvestri;C576;380148914;
Vittoria;Palumbo;C578;380148915;
Terenzio;Fiore;C577;380148919;
Vittoria;Sartori;C580;380148920;
Tiberio;Damico;C581;380148921;
Vittoria;Villa;C582;380148922;
Tiburzio;Coppola;C583;380148923;
Vittoria;Farina;C584;380148924;
Timoteo;Lombardo;C585;380148925;
Vittoria;De Santis;C587;380148926;
Tito;Bernardi;C588;380148927;
Vittoria;Fiore;C589;380148928;
Tommaso;Mancini;C591;380148929;
Vittoria;Rizzo;C593;380148930;
Tonino;Mariani;C594;380148931;
Vittoria;Carbone;C595;380148933;
Ubaldo;Ruggiero;B491;380148934;
Vittoria;Sorrentino;C596;380148935;
Uberto;Ferro;B540;380148936;
Vittoria;Fabbri;C598;380148937;
Ugo;Rossi;C294;380148938;
Vittoria;Russo;C599;380148939;
Ulisse;Ferrari;C600;380148940;
Vittoria;Esposito;C604;380148941;
Urbano;Bianchi;C605;380148942;
Vittoria;Romano;C606;380148943;
Valentino;Colombo;C608;380148944;
Vittoria;Ricci;C609;380148945;
Valerio;Marino;C610;380148946;
Vittoria;Greco;C612;380148947;
Vanni;Bruno;C613;380148948;
Vittoria;Gallo;C614;380148949;
Vincenzo;Conti;C615;380148950;
Vittoria;De Luca;C616;380148951;
Vitale;Costa;C618;380148952;
Vittoria;Mancini;C619;380148953;
Vittorio;Rizzo;C620;380148954;
Vittoria;Lombardi;C621;380148955;
Vittore;Moretti;C623;380148956;
Vittoria;Barbieri;C624;380148957;
Zaccheo;Fontana;C625;380148958;
Vittoria;Santoro;C627;380148959;
Zaccaria;Mariani;C630;380148960;
Vittoria;Rinaldi;C628;380148961;
Zeno;Caruso;C629;380148962;
Vittoria;Ferrara;C631;380148982;
Alessio;Galli;C632;380148988;
Vittoria;Martini;C633;380148994;
Christian;Leone;C634;380148999;
Vittoria;Gatti;C635;380149007;
Fabio;Bianco;C637;380149012;
Vittoria;Fabbri;C638;380149013;
Federico;Sartori;C639;380149014;
Vittoria;Monti;C640;380149015;
Filippo;Villa;C641;380149016;
Vittoria;Amato;C648;380149017;
Giacomo;Marini;C649;380149018;
Vittoria;De Santis;C650;380149019;
Giammaria;Palumbo;C651;380149020;
Vittoria;Bernardi;C653;380149021;
Guglielmo;Fiore;C655;380149022;
Vittoria;Farina;C654;380149023;
Mauro;Ferri;C652;380149026;
Vittoria;Pellegrini;C656;380149027;
Simone;Damico;C657;380149028;
Vittoria;Basile;C658;380149029;
Tiziano;Rossetti;C659;380149030;
Vittoria;Graziani;C660;380149031;
Adriano;Palmieri;C661;380149032;
Vittoria;Donati;C662;380149033;
Alessandro;Battaglia;C663;380149034;
Vittoria;Martino;C665;380149035;
Antonio;Rizzi;M272;380149036;
Vittoria;Neri;C668;380149045;
Augusto;Vitale;C672;380149046;
Vittoria;De Angelis;C673;380149049;
Bruno;Serra;C674;380149093;
Vittoria;Coppola;C675;380149094;
Carlo;Testa;C676;380149095;
Vittoria;Piazza;C677;380149096;
Dario;Ferraro;C678;380149097;
Vittoria;Valentini;C679;380149103;
Edoardo;Bianchini;C680;380149104;
Vittoria;Benedetti;C681;380149115;
Enrico;Parisi;C684;380149129;
Vittoria;Sacco;C685;380149140;
Ezio;De Rosa;C686;380149158;
Vittoria;Ferretti;C689;380149196;
Fabio;Morelli;C691;380149197;
Vittoria;Russo;C695;380149201;
Federico;Contini;C696;380149202;
Vittoria;Mazzoli;C697;380149203;
Filippo;Colombo;C699;380149204;
Vittoria;Mancini;C700;380149205;
Francesco;Rosati;C701;380149206;
Vittoria;De Luca;C702;380149207;
Franco;Costa;C703;380149209;
Vittoria;Gallo;C704;380149210;
Gabriele;Santoro;C705;380205316;
Vittoria;Caputo;C707;380205317;
Gennaro;D'Angelo;C708;380205319;
Vittoria;Benedetto;C709;380205320;
Giacomo;Marchetti;C710;380205321;
Vittoria;D'Amico;C711;380205324;
Giampaolo;Moretti;C712;380205325;
Vittoria;Silvestri;C714;380205327;
Giancarlo;Rinaldi;C713;380205750;
Vittoria;Montanari;C715;380205752;
Gianfranco;Caruso;C716;380205754;
Vittoria;Gatti;C718;380205755;
Gianluca;Battaglia;C719;380205762;
Vittoria;Silvestri;C722;380205763;
Gianmarco;Palumbo;C723;380205765;
Vittoria;Fiore;C724;380205766;
Gianmaria;Sartori;C725;380205767;
Vittoria;Damico;C726;380205768;
Gianpaolo;Villa;C727;380205769;
Vittoria;Coppola;C728;380205771;
Gianpiero;Farina;C729;380205772;
Vittoria;Lombardo;C730;380205773;
Giorgio;Mariani;C732;380205774;
Vittoria;Ferri;C733;380205775;
Giovanni;Monti;C735;380206049;
Vittoria;Neri;C738;380206050;
Giuseppe;Pellegrini;C739;380206052;
Vittoria;Basile;C740;380206054;
Gregorio;Rossetti;C741;380206057;
Vittoria;Graziani;C742;380206058;
Guido;Palmieri;C744;380206059;
Vittoria;Donati;C745;380206060;
Iacopo;Martino;C750;380206061;
Vittoria;Rizzi;C743;380206063;
Italo;Vitale;C746;380206064;
Vittoria;De Angelis;C747;380206065;
Ivan;Serra;C749;380206066;
Vittoria;Testa;C751;380206067;
Leonardo;Piazza;C752;380206068;
Vittoria;Ferraro;C755;380206069;
Liberato;Valentini;C756;380206070;
Vittoria;Bianchini;C757;380207523;
Lorenzo;Benedetti;C758;381010508;
Vittoria;Parisi;C759;381010509;
Luca;Sacco;C760;381010510;
Vittoria;De Rosa;C763;381010511;
Luciano;Ferretti;C765;381010512;
Vittoria;Morelli;C766;381010513;
Marcello;Lombardi;C764;381894493;
Vittoria;Russo;C768;391711455;
Marco;Contini;C769;391711456;
Vittoria;Mazzoli;C770;391711457;
Mario;Rosati;C771;391711458;
Vittoria;De Luca;C773;391711459;
Massimiliano;Costa;C778;391711460;
Vittoria;Gallo;C779;391711461;
Massimo;Santoro;C780;391711462;
Vittoria;Caputo;C781;391711463;
Mauro;D'Angelo;C777;391711464;
Vittoria;Benedetto;C774;391711465;
Michele;Marchetti;C776;391711466;
Vittoria;D'Amico;C782;391711467;
Niccolò;Moretti;C783;391711468;
Vittoria;Silvestri;C784;391711469;
Nicola;Rinaldi;C785;391711470;
Vittoria;Montanari;C787;391711471;
Orazio;Caruso;C790;391711472;
Vittoria;Gatti;C791;391711473;
Ottavio;Battaglia;C792;391711474;
Vittoria;Silvestri;C793;391711475;
Paolo;Palumbo;C794;391711476;
Vittoria;Fiore;C795;391711477;
Pasquale;Sartori;C796;391711478;
Vittoria;Damico;C800;391711479;
Piero;Villa;C801;391711480;
Vittoria;Coppola;C803;391711481;
Pietro;Farina;C804;391711482;
Vittoria;Lombardo;C806;391711483;
Raffaele;De Santis;C807;391711484;
Vittoria;Bernardi;C810;391711485;
Raimondo;Fiore;C811;391711486;
Vittoria;Mancini;C812;391711487;
Renato;Rizzo;C813;391711491;
Vittoria;Mariani;C814;391711496;
Riccardo;Carbone;C815;391711501;
Vittoria;Ruggiero;C816;391711507;
Roberto;Sorrentino;C817;391711511;
Vittoria;Ferro;C818;391711515;
Rocco;Fabbri;C819;391711518;
Vittoria;Napolitano;C820;391711522;
Rodolfo;Bianco;C821;391711526;
Vittoria;Russo;C823;391711530;
Rocco;Moretti;C824;391711534;
Vittoria;Martinelli;C826;391711538;
Rolando;Riva;C829;391711542;
Vittoria;Guerra;M426;391764041;
Romano;De Angelis;C835;391764043;
Vittoria;Palumbo;C836;391764045;
Romeo;Pagano;C838;391764048;
Vittoria;Martino;C839;391764058;
Romualdo;Pellegrino;C841;391764069;
Vittoria;Giordano;C844;391764072;
Rosario;Testa;C845;391764074;
Vittoria;Martini;C851;391764076;
Ruggero;Bernardini;C854;391764077;
Vittoria;Messina;C857;391764079;
Salvatore;Pugliese;C847;391765783;
Vittoria;Esposito;C870;391765784;
Samuele;D'Amore;C846;391765786;
Vittoria;Pinto;C872;391766076;
Sandro;Benedetti;C848;391766077;
Vittoria;Ferrara;C850;391766078;
Santino;Rizzo;C852;391766079;
Vittoria;Longo;C853;391767626;
Santo;Barbieri;C311;391767628;
Vittoria;Amato;C855;391767629;
Sebastiano;Leone;C856;391767630;
Vittoria;Orlando;C858;391767632;
Secondo;Barone;C859;391767633;
Vittoria;Montagna;C860;391767634;
Sergio;Caputo;C862;391767635;
Vittoria;Rizzo;C864;391767637;
Silvano;Rossati;C865;391767638;
Vittoria;Bianco;C866;391767639;
Silverio;Bruno;C867;391767640;
Vittoria;Caruso;C868;391767641;
Siro;Colombo;C869;391767642;
Vittoria;Coppola;C871;391767647;
Stefano;Costa;C875;391767648;
Vittoria;De Luca;C876;391767649;
Taddeo;De Santis;C878;391767650;
Vittoria;Donati;M380;391767651;
Terenzio;Esposito;C877;391767653;
Vittoria;Farina;C880;391767654;
Tiberio;Fabbri;M419;391767655;
Vittoria;Ferri;C879;391767656;
Tiburzio;Ferrara;C882;391767979;
Vittoria;Ferrari;C883;391767980;
Timoteo;Fiore;C884;391767981;
Vittoria;Fontana;C885;391767982;
Tito;Gallo;C886;391767983;
Vittoria;Gatti;C888;391767984;
Tommaso;Graziani;C890;391767985;
Vittoria;Greco;C893;391769715;
Tonino;Leone;C894;391769716;
Vittoria;Lombardi;C895;391769717;
Ubaldo;Mancini;C897;391769718;
Vittoria;Mariani;C900;391769719;
Uberto;Martini;C901;391769720;
Vittoria;Marini;C902;391769721;
Ugo;Marino;C903;391769722;
Vittoria;Martino;C904;391769723;
Ulisse;Morelli;C905;391769724;
Vittoria;Moretti;C908;391769725;
Urbano;Neri;M336;391769726;
Vittoria;Palmieri;C910;391769731;
Valentino;Palumbo;C911;391769735;
Vittoria;Parisi;C912;391769738;
Valerio;Piazza;C914;391769739;
Vittoria;Pellegrini;M314;391769741;
Vanni;Rinaldi;C917;391769742;
Vittoria;Riva;C918;391769743;
Vincenzo;Rizzi;C920;391769744;
Vittoria;Romano;C922;391769745;
Vitale;Rossetti;C925;391769747;
