,nome,cognome,nascita,osm_id,Unnamed: 4,data_nascita,c_nome,c_cognome,anno_nascita,mese_nascita,genere,giorno_nascita,num_giorno,cod_fisc,num,year_built,total_floors
1808,Noemi,Serra,C353,362077960,,1991-02-20 21:17:17.130721,NM,SRR,91,B,40,20,60,SRRNM91B60C353,26,2003,8
1809,Ciro,Silvestri,C354,362077962,,1985-09-25 21:17:17.130721,CR,SLVSTR,85,P,40,25,65,SLVSTRCR85P65C354,32,1979,6
1810,Ambra,Sorrentino,C357,362077965,,1977-10-12 21:17:17.130721,MBR,SRRNTN,77,R,0,12,12,SRRNTNMBR77R12C357,75,1997,7
1811,Costantino,Testa,C356,362077970,,1981-07-09 21:17:17.130721,CSTNTN,TST,81,L,40,9,49,TSTCSTNTN81L49C356,93,1943,4
1812,Arianna,Valentini,C285,362077972,,1986-05-10 21:17:17.130721,RNN,VLNTN,86,E,40,10,50,VLNTNRNN86E50C285,42,1988,7
1813,Damiano,Villa,C359,362078699,,1979-10-05 21:17:17.130721,DMN,VLL,79,R,40,5,45,VLLDMN79R45C359,62,1917,3
1814,Celeste,Vitale,C361,362078700,,1995-03-15 21:17:17.130721,CLST,VTL,95,C,40,15,55,VTLCLST95C55C361,54,1991,3
1815,Daniele,Amato,C360,362078701,,1993-12-07 21:17:17.130721,DNL,MT,93,T,0,7,7,MTDNL93T7C360,87,1958,3
1816,Donatella,Barbieri,C363,362080214,,1975-03-31 21:17:17.130721,DNTLL,BRBR,75,C,40,31,71,BRBRDNTLL75C71C363,82,1907,7
1817,Domenico,Basile,C364,362080215,,1977-01-02 21:17:17.130721,DMNC,BSL,77,A,0,2,2,BSLDMNC77A2C364,81,1986,9
1818,Elettra,Bernardi,C365,362080216,,1966-04-10 21:17:17.130721,LTTR,BRNRD,66,D,40,10,50,BRNRDLTTR66D50C365,60,1963,3
1819,Emidio,Caputo,C369,362080217,,2002-02-21 21:17:17.130721,MD,CPT,02,B,40,21,61,CPTMD02B61C369,47,1917,9
1820,Emanuela,Carbone,C370,362080218,,1974-11-17 21:17:17.130721,MNL,CRBN,74,S,40,17,57,CRBNMNL74S57C370,14,2013,4
1821,Emilio,Conti,C372,362080219,,1980-02-12 21:17:17.130721,ML,CNT,80,B,40,12,52,CNTML80B52C372,89,1947,5
1822,Fiorella,Coppola,C375,362080220,,1972-03-19 21:17:17.130721,FRLL,CPPL,72,C,0,19,19,CPPLFRLL72C19C375,82,2006,1
1823,Ercole,Damico,C376,362080221,,1975-07-10 21:17:17.130721,RCL,DMC,75,L,40,10,50,DMCRCL75L50C376,69,1967,2
1824,Flavia,De Angelis,C377,362080222,,1995-12-29 21:17:17.130721,FLV,DNGLS,95,T,0,29,29,DNGLSFLV95T29C377,39,1988,4
1825,Ernesto,De Rosa,M308,362080223,,1996-12-18 21:17:17.130721,RNST,DRS,96,T,0,18,18,DRSRNST96T18M308,2,1987,2
1826,Francesca,De Luca,C378,362080224,,1964-09-25 21:17:17.130721,FRNCSC,DLC,64,P,40,25,65,DLCFRNCSC64P65C378,77,2013,7
1827,Ezio,D'Angelo,C380,362080225,,1970-06-01 21:17:17.130721,Z,DNGL,70,H,0,1,1,DNGLZ70H1C380,87,1948,1
1828,Gaia,D'Amico,C381,362080226,,1975-08-31 21:17:17.130721,G,DMC,75,M,40,31,71,DMCG75M71C381,87,1930,1
1829,Fabiano,D'Amore,C382,362080227,,1989-09-25 21:17:17.130721,FBN,DMR,89,P,40,25,65,DMRFBN89P65C382,84,2003,8
1830,Gilda,De Santis,C383,362080228,,1974-11-21 21:17:17.130721,GLD,DSNTS,74,S,40,21,61,DSNTSGLD74S61C383,55,1905,4
1831,Fabrizio,Donati,C384,362080229,,1998-08-22 21:17:17.130721,FBRZ,DNT,98,M,0,22,22,DNTFBRZ98M22C384,28,1940,2
1832,Grazia,Farina,C385,362080230,,1976-06-28 21:17:17.130721,GRZ,FRN,76,H,0,28,28,FRNGRZ76H28C385,24,1946,4
1833,Federico,Ferraro,C387,362080231,,1973-02-01 21:17:17.130721,FDRC,FRRR,73,B,40,1,41,FRRRFDRC73B41C387,24,1909,4
1834,Ilaria,Ferro,C389,362080503,,1971-12-19 21:17:17.130721,LR,FRR,71,T,0,19,19,FRRLR71T19C389,100,1962,1
1835,Ferruccio,Fontana,C390,362080504,,1976-04-05 21:17:17.130721,FRRCC,FNTN,76,D,40,5,45,FNTNFRRCC76D45C390,75,1956,3
1836,Imma,Gallo,C392,362080505,,1979-12-08 21:17:17.130721,MM,GLL,79,T,0,8,8,GLLMM79T8C392,44,1960,9
1837,Filippo,Gatti,C393,363368434,,1988-12-26 21:17:17.130721,FLPP,GTT,88,T,40,26,66,GTTFLPP88T66C393,76,1901,2
1838,Jolanda,Giordano,C394,363368443,,1997-08-26 21:17:17.130721,JLND,GRDN,97,M,40,26,66,GRDNJLND97M66C394,30,1940,9
1839,Fortunato,Grassi,C395,363368448,,1978-06-16 21:17:17.130721,FRTNT,GRSS,78,H,0,16,16,GRSSFRTNT78H16C395,68,1985,5
1840,Letizia,Greco,C396,363368458,,1984-05-11 21:17:17.130721,LTZ,GRC,84,E,40,11,51,GRCLTZ84E51C396,61,1964,5
1841,Fulvio,Guerra,C398,363368460,,1996-01-28 21:17:17.130721,FLV,GRR,96,A,40,28,68,GRRFLV96A68C398,57,1918,2
1842,Loredana,Lombardo,C400,363368461,,2002-05-13 21:17:17.130721,LRDN,LMBRD,02,E,40,13,53,LMBRDLRDN02E53C400,38,1979,4
1843,Gavino,Longo,C404,363368464,,1965-04-01 21:17:17.130721,GVN,LNG,65,D,40,1,41,LNGGVN65D41C404,69,1915,7
1844,Maddalena,Marino,C405,363368465,,1995-05-12 21:17:17.130721,MDDLN,MRN,95,E,0,12,12,MRNMDDLN95E12C405,9,1977,6
1845,Gennaro,Martini,C406,363946159,,1982-06-01 21:17:17.130721,GNNR,MRTN,82,H,0,1,1,MRTNGNNR82H1C406,89,1943,3
1846,Marcella,Martinelli,C407,363946160,,1982-03-15 21:17:17.130721,MRCLL,MRTNLL,82,C,0,15,15,MRTNLLMRCLL82C15C407,42,1973,2
1847,Gerardo,Mariani,C409,363946161,,1971-08-11 21:17:17.130721,GRRD,MRN,71,M,0,11,11,MRNGRRD71M11C409,99,2003,3
1848,Maria,Mazzola,C408,363947431,,1999-04-22 21:17:17.130721,MR,MZZL,99,D,40,22,62,MZZLMR99D62C408,27,1948,1
1849,Giacomo,Mazzoli,C412,363947435,,1974-05-23 21:17:17.130721,GCM,MZZL,74,E,40,23,63,MZZLGCM74E63C412,52,1986,4
1850,Marilena,Messina,C410,363947438,,1971-10-23 21:17:17.130721,MRLN,MSSN,71,R,40,23,63,MSSNMRLN71R63C410,1,1913,2
1851,Giancarlo,Montagna,C413,363947439,,1993-05-07 21:17:17.130721,GNCRL,MNTGN,93,E,40,7,47,MNTGNGNCRL93E47C413,25,1927,5
1852,Marina,Montanari,C414,368149951,,1993-04-24 21:17:17.130721,MRN,MNTNR,93,D,40,24,64,MNTNRMRN93D64C414,80,1906,5
1853,Gianluca,Napolitano,C415,368149984,,1971-10-24 21:17:17.130721,GNLC,NPLTN,71,R,0,24,24,NPLTNGNLC71R24C415,22,1916,3
1854,Maura,Pagano,C417,368150003,,1986-12-24 21:17:17.130721,MR,PGN,86,T,40,24,64,PGNMR86T64C417,32,1948,7
1855,Gianmarco,Pellegrini,C418,368150009,,1994-01-26 21:17:17.130721,GNMRC,PLLGRN,94,A,0,26,26,PLLGRNGNMRC94A26C418,79,1932,3
1856,Milena,Piazza,C420,368150013,,2001-07-23 21:17:17.130721,MLN,PZZ,01,L,0,23,23,PZZMLN01L23C420,62,1919,2
1857,Gianpaolo,Pinto,C421,368150060,,1998-07-15 21:17:17.130721,GNPL,PNT,98,L,40,15,55,PNTGNPL98L55C421,98,1946,7
1858,Miranda,Pugliese,C422,368150064,,1985-11-20 21:17:17.130721,MRND,PGLS,85,S,40,20,60,PGLSMRND85S60C422,44,1994,3
1859,Giordano,Riva,C424,375689331,,1982-07-01 21:17:17.130721,GRDN,RV,82,L,40,1,41,RVGRDN82L41C424,87,1961,6
1860,Monica,Rizzi,C426,375689345,,1964-05-26 21:17:17.130721,MNC,RZZ,64,E,40,26,66,RZZMNC64E66C426,51,1929,8
1861,Giosuè,Rizzo,C428,375689357,,1966-12-03 21:17:17.130721,GS,RZZ,66,T,0,3,3,RZZGS66T3C428,65,1932,9
1862,Nadia,Romano,C429,375689366,,1976-01-20 21:17:17.130721,ND,RMN,76,A,40,20,60,RMNND76A60C429,35,1923,7
1863,Giuliano,Rossetti,C430,375689375,,2000-04-28 21:17:17.130721,GLN,RSSTT,00,D,40,28,68,RSSTTGLN00D68C430,1,1902,8
1864,Natalia,Ruggiero,C435,375689383,,1974-12-23 21:17:17.130721,NTL,RGGR,74,T,40,23,63,RGGRNTL74T63C435,22,1946,1
1865,Giuseppe,Russo,C432,375689391,,1995-01-02 21:17:17.130721,GSPP,RSS,95,A,40,2,42,RSSGSPP95A42C432,9,2011,7
1866,Nella,Sacco,C436,375689402,,1983-10-31 21:17:17.130721,NLL,SCC,83,R,0,31,31,SCCNLL83R31C436,75,1996,8
1867,Graziano,Sartori,C437,375689406,,1977-05-13 21:17:17.130721,GRZN,SRTR,77,E,0,13,13,SRTRGRZN77E13C437,80,1921,9
1868,Nicoletta,Serra,C438,375689412,,1996-11-19 21:17:17.130721,NCLTT,SRR,96,S,40,19,59,SRRNCLTT96S59C438,60,1902,8
1869,Gregorio,Silvestri,C439,375689415,,2000-04-01 21:17:17.130721,GRGR,SLVSTR,00,D,40,1,41,SLVSTRGRGR00D41C439,49,1906,3
1870,Nunzia,Sorrentino,C444,375689420,,1966-09-02 21:17:17.130721,NNZ,SRRNTN,66,P,0,2,2,SRRNTNNNZ66P2C444,75,1959,2
1871,Italo,Testa,C441,375689422,,2002-12-21 21:17:17.130721,TL,TST,02,T,0,21,21,TSTTL02T21C441,47,1985,8
1872,Oriana,Valentini,C442,375689425,,1998-11-14 21:17:17.130721,RN,VLNTN,98,S,0,14,14,VLNTNRN98S14C442,36,1952,5
1873,Ivano,Villa,C440,375689426,,1980-09-24 21:17:17.130721,VN,VLL,80,P,40,24,64,VLLVN80P64C440,3,2017,5
1874,Patrizia,Vitale,C443,375689427,,1989-07-09 21:17:17.130721,PTRZ,VTL,89,L,0,9,9,VTLPTRZ89L9C443,2,1970,3
1875,Jacopo,Amato,C446,375689428,,2005-11-07 21:17:17.130721,JCP,MT,05,S,0,7,7,MTJCP05S7C446,57,2009,4
1876,Piera,Barbieri,C447,375689429,,1997-10-27 21:17:17.130721,PR,BRBR,97,R,0,27,27,BRBRPR97R27C447,86,1978,4
1877,Lazzaro,Basile,C449,375689430,,1991-11-18 21:17:17.130721,LZZR,BSL,91,S,0,18,18,BSLLZZR91S18C449,16,1970,1
1878,Pierina,Bernardi,C448,375689431,,1994-03-19 21:17:17.130721,PRN,BRNRD,94,C,40,19,59,BRNRDPRN94C59C448,56,1914,7
1879,Leandro,Caputo,M398,375689432,,1964-08-11 21:17:17.130721,LNDR,CPT,64,M,0,11,11,CPTLNDR64M11M398,20,1939,9
1880,Raffaella,Carbone,M262,375689439,,1985-11-06 21:17:17.130721,RFFLL,CRBN,85,S,40,6,46,CRBNRFFLL85S46M262,75,1928,5
1881,Liberato,Conti,M355,375689440,,1996-02-06 21:17:17.130721,LBRT,CNT,96,B,0,6,6,CNTLBRT96B6M355,46,1978,8
1882,Romina,Coppola,C453,375689441,,1967-05-20 21:17:17.130721,RMN,CPPL,67,E,0,20,20,CPPLRMN67E20C453,75,1943,7
1883,Lorenzo,Damico,C456,375689442,,1964-06-09 21:17:17.130721,LRNZ,DMC,64,H,40,9,49,DMCLRNZ64H49C456,48,1955,7
1884,Rosalba,De Angelis,C457,375689443,,1970-07-14 21:17:17.130721,RSLB,DNGLS,70,L,40,14,54,DNGLSRSLB70L54C457,19,1949,2
1885,Luciano,De Rosa,C458,375690048,,1981-10-22 21:17:17.130721,LCN,DRS,81,R,0,22,22,DRSLCN81R22C458,7,1911,6
1886,Rosalia,De Luca,C459,375690049,,1964-05-12 21:17:17.130721,RSL,DLC,64,E,40,12,52,DLCRSL64E52C459,14,2017,3
1887,Luigi,D'Angelo,C461,375690050,,2001-01-24 21:17:17.130721,LG,DNGL,01,A,0,24,24,DNGLLG01A24C461,4,1962,5
1888,Rossana,D'Amico,C463,375690051,,1973-10-09 21:17:17.130721,RSSN,DMC,73,R,40,9,49,DMCRSSN73R49C463,8,2018,5
1889,Marco,D'Amore,C466,375690052,,2005-07-04 21:17:17.130721,MRC,DMR,05,L,0,4,4,DMRMRC05L4C466,98,1985,7
1890,Rossella,De Santis,C469,375690053,,1990-08-15 21:17:17.130721,RSSLL,DSNTS,90,M,0,15,15,DSNTSRSSLL90M15C469,28,1904,3
1891,Mariano,Donati,C470,375690057,,1976-10-26 21:17:17.130721,MRN,DNT,76,R,0,26,26,DNTMRN76R26C470,8,1902,6
1892,Rosalinda,Farina,C472,375690058,,1970-02-25 21:17:17.130721,RSLND,FRN,70,B,40,25,65,FRNRSLND70B65C472,91,1986,7
1893,Marino,Ferraro,M394,375690059,,1970-09-09 21:17:17.130721,MRN,FRRR,70,P,0,9,9,FRRRMRN70P9M394,4,2002,1
1894,Sabrina,Ferro,C471,375690060,,1977-06-27 21:17:17.130721,SBRN,FRR,77,H,0,27,27,FRRSBRN77H27C471,2,2001,4
1895,Mario,Fontana,C474,375690061,,1974-06-30 21:17:17.130721,MR,FNTN,74,H,0,30,30,FNTNMR74H30C474,16,1903,9
1896,Serena,Gallo,C476,375690152,,1969-03-06 21:17:17.130721,SRN,GLL,69,C,40,6,46,GLLSRN69C46C476,32,1930,7
1897,Marzio,Gatti,C478,375690153,,1989-08-29 21:17:17.130721,MRZ,GTT,89,M,0,29,29,GTTMRZ89M29C478,15,1952,8
1898,Silvana,Giordano,C479,375690154,,2001-09-12 21:17:17.130721,SLVN,GRDN,01,P,40,12,52,GRDNSLVN01P52C479,26,2009,4
1899,Massimiliano,Grassi,C480,375690155,,1970-02-05 21:17:17.130721,MSSMLN,GRSS,70,B,40,5,45,GRSSMSSMLN70B45C480,64,2014,3
1900,Silvia,Greco,C481,375690493,,1993-07-31 21:17:17.130721,SLV,GRC,93,L,0,31,31,GRCSLV93L31C481,93,1984,7
1901,Maurizio,Guerra,C483,375690495,,1975-02-11 21:17:17.130721,MRZ,GRR,75,B,0,11,11,GRRMRZ75B11C483,63,1937,9
1902,Simona,Lombardo,C482,375690496,,1967-12-29 21:17:17.130721,SMN,LMBRD,67,T,0,29,29,LMBRDSMN67T29C482,69,1920,2
1903,Michele,Bianchi,C484,375690497,,1978-02-13 21:17:17.130721,MCHL,BNCH,78,B,40,13,53,BNCHMCHL78B53C484,12,1947,1
1904,Stefania,Romano,C485,375690498,,1980-01-22 21:17:17.130721,STFN,RMN,80,A,40,22,62,RMNSTFN80A62C485,7,1970,3
1905,Nazzareno,Colombo,C486,375690499,,1990-01-24 21:17:17.130721,NZZRN,CLMB,90,A,40,24,64,CLMBNZZRN90A64C486,11,1997,2
1906,Stefania,Ricci,C487,375690500,,1970-08-26 21:17:17.130721,STFN,RCC,70,M,0,26,26,RCCSTFN70M26C487,16,1915,3
1907,Nazario,Marino,C488,375690501,,1995-08-10 21:17:17.130721,NZR,MRN,95,M,40,10,50,MRNNZR95M50C488,62,1989,8
1908,Susanna,Greco,C489,375690502,,1993-04-21 21:17:17.130721,SSNN,GRC,93,D,40,21,61,GRCSSNN93D61C489,69,2002,9
1909,Nicola,Bruno,C492,375690503,,1989-01-19 21:17:17.130721,NCL,BRN,89,A,0,19,19,BRNNCL89A19C492,20,1943,8
1910,Teresa,Gallo,C493,375690504,,2000-04-05 21:17:17.130721,TRS,GLL,00,D,0,5,5,GLLTRS00D5C493,14,1907,2
1911,Orazio,Conti,C494,375690505,,1970-10-22 21:17:17.130721,RZ,CNT,70,R,0,22,22,CNTRZ70R22C494,31,1946,2
1912,Tiziana,De Luca,C495,375690506,,2002-11-27 21:17:17.130721,TZN,DLC,02,S,40,27,67,DLCTZN02S67C495,36,1932,5
1913,Ottavio,Costa,C496,375690507,,1992-03-13 21:17:17.130721,TTV,CST,92,C,40,13,53,CSTTTV92C53C496,100,1961,9
1914,Valentina,Mancini,C498,375692634,,1994-07-10 21:17:17.130721,VLNTN,MNCN,94,L,0,10,10,MNCNVLNTN94L10C498,72,1942,2
1915,Pasquale,Rizzo,C500,375692635,,1972-07-10 21:17:17.130721,PSQL,RZZ,72,L,0,10,10,RZZPSQL72L10C500,53,1973,5
1916,Valeria,Lombardi,C501,375692636,,1991-12-04 21:17:17.130721,VLR,LMBRD,91,T,40,4,44,LMBRDVLR91T44C501,65,1904,1
1917,Patrizio,Moretti,C497,375692637,,1997-02-26 21:17:17.130721,PTRZ,MRTT,97,B,0,26,26,MRTTPTRZ97B26C497,59,1955,8
1918,Vanessa,Barbieri,C502,375692638,,1965-04-24 21:17:17.130721,VNSS,BRBR,65,D,40,24,64,BRBRVNSS65D64C502,34,2004,2
1919,Pietro,Fontana,C503,375692639,,1975-04-07 21:17:17.130721,PTR,FNTN,75,D,40,7,47,FNTNPTR75D47C503,91,1994,5
1920,Vera,Santoro,C504,375692640,,1970-04-24 21:17:17.130721,VR,SNTR,70,D,0,24,24,SNTRVR70D24C504,19,1917,5
1921,Pompeo,Mariani,C505,375692641,,1978-06-17 21:17:17.130721,PMP,MRN,78,H,40,17,57,MRNPMP78H57C505,89,1922,6
1922,Vittoria,Rinaldi,C506,375692642,,1999-07-20 21:17:17.130721,VTTR,RNLD,99,L,40,20,60,RNLDVTTR99L60C506,70,1947,6
1923,Primo,Ferrara,C508,375692643,,2003-06-12 21:17:17.130721,PRM,FRRR,03,H,40,12,52,FRRRPRM03H52C508,7,1975,6
1924,Vittoria,Martini,C509,375692644,,1994-08-14 21:17:17.130721,VTTR,MRTN,94,M,40,14,54,MRTNVTTR94M54C509,92,1964,8
1925,Prospero,Leone,C510,375692645,,1991-01-11 21:17:17.130721,PRSPR,LN,91,A,40,11,51,LNPRSPR91A51C510,74,1917,1
1926,Vittoria,Gatti,C511,375692646,,1990-08-31 21:17:17.130721,VTTR,GTT,90,M,0,31,31,GTTVTTR90M31C511,61,2009,8
1927,Raffaele,Benedetti,C512,375692647,,1974-12-16 21:17:17.130721,RFFL,BNDTT,74,T,0,16,16,BNDTTRFFL74T16C512,47,1927,1
1928,Vittoria,Sartori,C513,375692648,,1988-06-03 21:17:17.130721,VTTR,SRTR,88,H,0,3,3,SRTRVTTR88H3C513,1,1977,7
1929,Raimondo,Monti,C514,375692649,,1985-07-01 21:17:17.130721,RMND,MNT,85,L,40,1,41,MNTRMND85L41C514,15,1990,9
1930,Vittoria,Villa,C515,375692650,,1989-12-11 21:17:17.130721,VTTR,VLL,89,T,0,11,11,VLLVTTR89T11C515,37,1926,7
1931,Raniero,Amato,C516,375692938,,1995-07-06 21:17:17.130721,RNR,MT,95,L,40,6,46,MTRNR95L46C516,21,1999,5
1932,Vittoria,Marini,A022,375692939,,1970-06-26 21:17:17.130721,VTTR,MRN,70,H,40,26,66,MRNVTTR70H66A022,13,2008,7
1933,Remigio,De Santis,C517,375692940,,1964-01-11 21:17:17.130721,RMG,DSNTS,64,A,40,11,51,DSNTSRMG64A51C517,84,1975,6
1934,Vittoria,Palumbo,C520,375692941,,1973-11-28 21:17:17.130721,VTTR,PLMB,73,S,0,28,28,PLMBVTTR73S28C520,28,2018,7
1935,Renato,Bernardi,C521,375692942,,1994-07-24 21:17:17.130721,RNT,BRNRD,94,L,0,24,24,BRNRDRNT94L24C521,66,1967,5
1936,Vittoria,Fiore,C523,375692943,,1994-01-09 21:17:17.130721,VTTR,FR,94,A,40,9,49,FRVTTR94A49C523,16,1963,6
1937,Riccardo,Ferri,C528,375692944,,1964-12-12 21:17:17.130721,RCCRD,FRR,64,T,40,12,52,FRRRCCRD64T52C528,81,1935,1
1938,Vittoria,Pellegrini,C524,375692945,,1992-12-25 21:17:17.130721,VTTR,PLLGRN,92,T,40,25,65,PLLGRNVTTR92T65C524,30,2007,4
1939,Roberto,Damico,C527,375692946,,2003-11-22 21:17:17.130721,RBRT,DMC,03,S,0,22,22,DMCRBRT03S22C527,56,2012,9
1940,Vittoria,Basile,C507,375692947,,1999-11-30 21:17:17.130721,VTTR,BSL,99,S,0,30,30,BSLVTTR99S30C507,89,1956,1
1941,Rocco,Graziani,C529,375692948,,1964-02-15 21:17:17.130721,RCC,GRZN,64,B,40,15,55,GRZNRCC64B55C529,6,1954,9
1942,Vittoria,Rossetti,C518,375692949,,1985-04-20 21:17:17.130721,VTTR,RSSTT,85,D,0,20,20,RSSTTVTTR85D20C518,8,1937,5
1943,Rodolfo,Palmieri,C525,375692950,,1983-08-06 21:17:17.130721,RDLF,PLMR,83,M,0,6,6,PLMRRDLF83M6C525,66,1981,1
1944,Vittoria,Donati,C530,375692951,,1998-04-07 21:17:17.130721,VTTR,DNT,98,D,40,7,47,DNTVTTR98D47C530,45,1990,6
1945,Rocco,Battaglia,C531,375692952,,1984-07-15 21:17:17.130721,RCC,BTTGL,84,L,40,15,55,BTTGLRCC84L55C531,72,1907,2
1946,Vittoria,Martino,C532,5597079,,1966-08-31 21:17:17.130721,VTTR,MRTN,66,M,40,31,71,MRTNVTTR66M71C532,62,1956,5
1947,Rolando,Rizzi,C536,5597078,,1971-02-08 21:17:17.130721,RLND,RZZ,71,B,40,8,48,RZZRLND71B48C536,16,1945,2
1948,Vittoria,Neri,C534,375834537,,1982-11-27 21:17:17.130721,VTTR,NR,82,S,40,27,67,NRVTTR82S67C534,50,1982,1
1949,Romano,Vitale,C537,375834538,,1964-09-17 21:17:17.130721,RMN,VTL,64,P,0,17,17,VTLRMN64P17C537,15,2009,4
1950,Vittoria,De Angelis,C533,375834539,,2001-12-21 21:17:17.130721,VTTR,DNGLS,01,T,0,21,21,DNGLSVTTR01T21C533,22,1966,5
1951,Romeo,Serra,C538,375834540,,1971-01-02 21:17:17.130721,RM,SRR,71,A,40,2,42,SRRRM71A42C538,83,1956,6
1952,Vittoria,Coppola,C539,375834541,,1972-03-01 21:17:17.130721,VTTR,CPPL,72,C,0,1,1,CPPLVTTR72C1C539,56,1960,4
1953,Romualdo,Testa,C540,375834544,,2004-10-02 21:17:17.130721,RMLD,TST,04,R,0,2,2,TSTRMLD04R2C540,41,1964,4
1954,Vittoria,Piazza,C541,375834545,,1976-09-18 21:17:17.130721,VTTR,PZZ,76,P,40,18,58,PZZVTTR76P58C541,28,1985,7
1955,Rosario,Ferraro,C542,375834547,,1994-03-10 21:17:17.130721,RSR,FRRR,94,C,0,10,10,FRRRRSR94C10C542,63,1908,4
1956,Vittoria,Valentini,C543,375834548,,1990-03-19 21:17:17.130721,VTTR,VLNTN,90,C,40,19,59,VLNTNVTTR90C59C543,67,1991,8
1957,Ruggero,Bianchini,C544,375834550,,1994-06-29 21:17:17.130721,RGGR,BNCHN,94,H,0,29,29,BNCHNRGGR94H29C544,80,1972,1
1958,Vittoria,Benedetti,C545,375834551,,1984-03-25 21:17:17.130721,VTTR,BNDTT,84,C,40,25,65,BNDTTVTTR84C65C545,14,1998,6
1959,Salvatore,Parisi,C547,375834554,,1966-11-19 21:17:17.130721,SLVTR,PRS,66,S,40,19,59,PRSSLVTR66S59C547,57,1902,4
1960,Vittoria,Sacco,C548,375834555,,1981-04-15 21:17:17.130721,VTTR,SCC,81,D,0,15,15,SCCVTTR81D15C548,60,1906,4
1961,Samuele,De Rosa,C549,375834556,,1974-01-07 21:17:17.130721,SML,DRS,74,A,0,7,7,DRSSML74A7C549,20,2018,6
1962,Vittoria,Ferretti,C550,375834557,,1988-02-23 21:17:17.130721,VTTR,FRRTT,88,B,40,23,63,FRRTTVTTR88B63C550,27,1980,1
1963,Sandro,Morelli,C551,375834559,,1971-10-05 21:17:17.130721,SNDR,MRLL,71,R,40,5,45,MRLLSNDR71R45C551,26,2005,1
1964,Vittoria,Contini,C552,375834560,,1987-11-01 21:17:17.130721,VTTR,CNTN,87,S,0,1,1,CNTNVTTR87S1C552,69,1916,7
1965,Santino,Mazzoli,C553,375834561,,1982-09-19 21:17:17.130721,SNTN,MZZL,82,P,40,19,59,MZZLSNTN82P59C553,72,1936,5
1966,Vittoria,Rosati,C554,375834562,,1988-01-25 21:17:17.130721,VTTR,RST,88,A,0,25,25,RSTVTTR88A25C554,78,1900,1
1967,Santo,De Luca,C555,375834563,,1974-11-21 21:17:17.130721,SNT,DLC,74,S,40,21,61,DLCSNT74S61C555,79,1973,2
1968,Vittoria,Costa,C556,375834564,,1971-07-21 21:17:17.130721,VTTR,CST,71,L,40,21,61,CSTVTTR71L61C556,23,1938,1
1969,Sebastiano,Gallo,C557,375835140,,1995-07-13 21:17:17.130721,SBSTN,GLL,95,L,40,13,53,GLLSBSTN95L53C557,78,1967,6
1970,Vittoria,Santoro,C558,375835142,,1972-11-26 21:17:17.130721,VTTR,SNTR,72,S,40,26,66,SNTRVTTR72S66C558,4,1900,6
1971,Secondo,Caputo,C559,375835143,,1992-12-27 21:17:17.130721,SCND,CPT,92,T,40,27,67,CPTSCND92T67C559,24,1914,1
1972,Vittoria,D'Angelo,C560,375835145,,1989-10-16 21:17:17.130721,VTTR,DNGL,89,R,0,16,16,DNGLVTTR89R16C560,62,2011,1
1973,Sergio,Benedetto,C561,375835146,,1972-09-08 21:17:17.130721,SRG,BNDTT,72,P,40,8,48,BNDTTSRG72P48C561,68,1947,3
1974,Vittoria,Marchetti,C563,380148876,,1979-12-18 21:17:17.130721,VTTR,MRCHTT,79,T,0,18,18,MRCHTTVTTR79T18C563,88,1977,5
1975,Silvano,D'Amico,C564,380148896,,2005-09-07 21:17:17.130721,SLVN,DMC,05,P,0,7,7,DMCSLVN05P7C564,82,1962,8
1976,Vittoria,Moretti,C565,380148897,,1983-03-25 21:17:17.130721,VTTR,MRTT,83,C,0,25,25,MRTTVTTR83C25C565,22,1904,6
1977,Silverio,Silvestri,C566,380148898,,1970-03-12 21:17:17.130721,SLVR,SLVSTR,70,C,0,12,12,SLVSTRSLVR70C12C566,12,1955,1
1978,Vittoria,Rinaldi,C567,380148899,,1973-12-04 21:17:17.130721,VTTR,RNLD,73,T,0,4,4,RNLDVTTR73T4C567,89,1951,2
1979,Siro,Montanari,C568,380148900,,1965-03-09 21:17:17.130721,SR,MNTNR,65,C,40,9,49,MNTNRSR65C49C568,68,1910,9
1980,Vittoria,Caruso,C569,380148901,,1978-10-07 21:17:17.130721,VTTR,CRS,78,R,40,7,47,CRSVTTR78R47C569,87,1944,5
1981,Stefano,Gatti,C573,380148902,,2000-05-20 21:17:17.130721,STFN,GTT,00,E,40,20,60,GTTSTFN00E60C573,73,1903,9
1982,Vittoria,Battaglia,C574,380148911,,1992-06-16 21:17:17.130721,VTTR,BTTGL,92,H,0,16,16,BTTGLVTTR92H16C574,42,1983,5
1983,Taddeo,Silvestri,C576,380148914,,1981-05-09 21:17:17.130721,TDD,SLVSTR,81,E,40,9,49,SLVSTRTDD81E49C576,27,1902,9
1984,Vittoria,Palumbo,C578,380148915,,1996-06-24 21:17:17.130721,VTTR,PLMB,96,H,40,24,64,PLMBVTTR96H64C578,100,1906,5
1985,Terenzio,Fiore,C577,380148919,,1990-11-10 21:17:17.130721,TRNZ,FR,90,S,40,10,50,FRTRNZ90S50C577,2,1969,7
1986,Vittoria,Sartori,C580,380148920,,1964-03-12 21:17:17.130721,VTTR,SRTR,64,C,40,12,52,SRTRVTTR64C52C580,30,1997,1
1987,Tiberio,Damico,C581,380148921,,1974-07-15 21:17:17.130721,TBR,DMC,74,L,40,15,55,DMCTBR74L55C581,42,1991,5
